Index,Real,Predict_1,Predict_2,Predict_3,Predict_4,Predict_5,Predict_6,Predict_7,Predict_8,Predict_9,Predict_10,Predict_11,Predict_12,Predict_13,Predict_14,Predict_15,Predict_16,Predict_17,Predict_18,Predict_19,Predict_20,Predict_21,Predict_22,Predict_23,Predict_24,Predict_25,Predict_26,Predict_27,Predict_28,Predict_29
267,-1.68058,-0.6197982119619847,2.973907107126713,0.6539715867114066,-0.1061872302937508,-2.4010271264776586,1.33439496696949,0.4608857960224151,0.4156773281288146,0.6729559268856048,0.6034331281852722,-2.867230816207528,-1.0228448253011704,0.9495982581663132,1.3647678727221488,-0.0066116499328613,-2.6594095965325835,0.3259191382622718,1.7104864144945144,0.9932985942816734,-2.9608708410075306,0.5175568204402923,2.2906486656284333,1.7006184383535383,0.2682473485517501,0.3692536722016334,3.1286640778636934,-0.6735367788946629,-0.8114810059666634,-2.9593545456874373
268,-1.77675,-0.6360975490641594,3.1314444009041784,0.5975380128288269,-0.070830317081213,-2.581958063980341,1.6667404002952575,0.4024510690593719,0.2885114300847053,0.6673197798395156,0.8009032599186897,-2.8465839447814227,-1.1634548026990892,1.09800522023201,1.522886146426201,-0.0311268133068085,-2.784251574870348,0.4964761959695815,1.7337358041882514,1.2552559878468512,-2.978059437914491,0.5685422446799278,2.411939456071853,1.9357888445043565,0.3645986601972579,0.4756130142784118,3.2550964840316774,-0.7722648609220982,-0.8607937063241006,-2.9241057876074317
269,-1.8428,-0.7308595653939247,2.596457397239208,0.744902684071064,-0.1427453638613224,-2.5876030352017283,1.8474429001903527,0.4778844608139991,0.3549201914787292,0.4949699517154693,0.853764505636692,-2.968206467590332,-1.272584463938475,1.2573458545613287,1.8259360727715488,-0.0711638425946236,-2.895510646454692,0.639849508690834,2.071447846114636,1.3511720364284514,-2.869566627315879,0.7001744023156166,2.858937634987832,2.067258675065041,0.320134631819725,0.2691899781012534,3.074546118581295,-0.8292788484740258,-0.8905690219378471,-2.8613809070539475
270,-1.87288,-0.9011602973246576,2.871176718938351,0.6321419926667213,-0.205201272226572,-2.6335742044073345,1.8496920739412308,0.5802022362279892,0.4165980623984336,0.5659031084442139,1.0170742257022858,-2.951578606913686,-1.4230244782423973,1.4462802246832849,1.9714577654552456,-0.0747539134860039,-3.0089704767960312,0.7495924265193938,1.997734743850231,1.2155103922843933,-2.675624514118135,0.6017169912481307,3.1715750513887406,2.3864246599197387,0.2845170515251159,0.2737577864909171,2.997974549777508,-0.874951081045866,-0.8836112304973602,-2.8762732836711407
271,-1.86579,-1.0532943645334245,2.8446117043614385,0.6026943512415885,-0.3175344394159317,-2.794059716496468,1.8985562985658648,0.5057899950265884,0.4201568003892898,0.5372905076932907,1.1845161135888098,-3.05679439249754,-1.5805840448045732,1.7183064269566537,2.059282375605106,-0.2167249845325947,-2.993471355547905,0.9322171809864044,1.9893182737636568,1.2159041298174855,-2.5640856642699243,0.7292566190695762,3.5379691549539567,2.62315944606781,0.1655471607494353,0.1219427108597755,2.894634113790989,-0.9123808732557296,-1.0054435516130924,-2.949174184303284
272,-1.83286,-1.2864424773335457,2.988906883866787,0.7004107203364371,-0.3406509474110604,-2.9097417289936542,1.844204663796425,0.6248414268445969,0.4040380993461608,0.5994225169181824,1.3443890297222136,-2.767620316650272,-1.793544143294096,1.9065125902700424,2.368735538802147,-0.2395313723134995,-3.122299407339096,1.1910488345956802,2.09074249525547,1.2772237486577034,-2.384169459738433,0.6519240005373954,3.459808290834427,2.669928518910408,0.1464031360340117,0.0968057970380782,2.939299729745388,-0.9832964760100842,-1.058023178731203,-2.9960174368441104
273,-1.77483,-1.422324961800575,3.0987215276122093,0.7156015145182609,-0.486071846306324,-2.9942482604789733,1.978788909168244,0.6935473051023483,0.4418784280538558,0.7234675825691222,1.457680115406513,-2.8404235379087925,-1.9959157033067945,2.007668028326034,2.710790773746967,-0.3853588439059258,-3.180156363166571,1.3367909900975228,2.2147060198640824,1.342538123562336,-2.231828755825758,0.8332561784815787,3.815765140981674,2.8536888078928,-0.0136881666409969,0.0358127198719977,2.880098667986393,-1.0478465923953058,-1.08366840280056,-3.1151709837174417
274,-1.68851,-1.5832154421913625,3.222546507949829,0.729058806540966,-0.573790377600193,-3.004371807386875,2.137662947533131,0.7852802227115631,0.4735518379306793,0.8094201462888717,1.7554729095506667,-2.807415082216263,-2.1815367135745287,2.337771082987785,2.923069287273884,-0.4831254211425781,-3.0328981482851507,1.3457216217565535,2.395400969662666,1.1771487294125556,-2.058845097099543,0.8348092333340644,3.8169225707769394,3.2154562123155594,0.0009822371387481,-0.0947201437115669,2.553100213010311,-1.0557111504268646,-1.1361398747861386,-2.882128572268486
275,-1.58039,-1.817098556886912,3.1769835630249976,0.7974422956776619,-0.7104059764385224,-3.0663071365976333,2.178988778295517,0.9017638667058944,0.5738639302062988,0.9067023848342896,1.965659291334152,-2.5156385824775698,-2.361292997624278,2.2734208554077147,3.300697556943893,-0.6183889864480496,-2.8116516301214696,1.432522816324234,2.4362658670330046,1.3283869776701926,-1.8708510914981369,0.9918104702591896,3.9308746674108495,3.2025055317687987,-0.0786188078904152,-0.1245075394797325,2.6714306106114387,-1.085182385903597,-1.1772752543640137,-3.0894953705096246
276,-1.46003,-2.038232578612566,3.3696729736471176,0.8903632209730148,-0.8226056956720352,-2.6968105568113923,2.3464117909407616,0.9915428193378448,0.5162551838016509,1.0909843854856491,2.0526575434207914,-2.3646322637471555,-2.364608150626421,2.332088880352974,3.499240179886818,-0.7246501772701741,-2.5250107060301303,1.5119022660207748,2.3745158926916123,1.4891866681504249,-1.6641452098304037,0.94002549079895,4.007378285346031,3.459181632823944,-0.1116425525283814,-0.178661361720562,2.6529007862472533,-1.1184962430000305,-1.2091091037917137,-2.8536318654990196
277,-1.33439,-2.0690902949374914,3.1833150739598275,0.8839841444301605,-0.9416159794640542,-2.888034163383842,2.399130717339516,1.0728603788089752,0.5249449673819542,1.2038783360934258,2.491739823648929,-2.264413084846735,-2.479730889724493,2.2992874860572816,3.9315224656915664,-0.8751813589894772,-2.600246662760973,1.3821749977350235,2.333876743206978,1.177014337694645,-1.4993674678742883,0.9876956676602364,4.119126508808136,3.536194882273674,-0.1355727721750736,-0.1960431939101219,2.636233948197365,-1.2171875183069707,-1.1856109384179117,-2.5966445117151737
278,-1.20594,-2.3766038383406403,3.167423630821705,0.8843548541688918,-1.0580418652200698,-2.8410315094304086,2.672173917613029,1.1457848734927176,0.5037794043254852,1.3142588595724105,2.537247275364399,-1.967476471647024,-2.540920552528501,2.214012165994644,3.892220438299179,-0.9943486847889424,-2.522192160626054,1.6160445222568511,2.345064476218224,1.322093217217922,-1.330591666686535,1.0850888926243782,4.196370036201477,3.5162867877912523,-0.1430630341720581,-0.2611076606202126,2.5022321927714346,-1.2492805247974397,-1.2047493005609513,-2.5666653434956075
279,-1.07195,-2.600487133334876,2.9960960857653616,0.7706081201601028,-1.12018727586627,-2.8104535241812467,2.6611628568601606,1.237928138847351,0.4474579493761062,1.5096870677042007,2.927243358130455,-1.911551208012104,-2.5335288192909955,2.28064176771164,4.346714353032112,-1.099294082541466,-2.4221987767994406,1.8189669561862944,2.1959402549839018,1.1167872178196907,-1.034441773543358,1.0974578382349014,4.033687351651191,3.428636962375641,-0.1146969440722465,-0.3323552788686753,2.415106344053745,-1.3016277976953985,-1.1524788498950005,-2.2884782624685767
280,-0.92641,-2.8518920401340724,2.992427871375084,0.9128224930667876,-1.1729705668377877,-2.7828924631220104,2.674990858621597,1.3278090177822113,0.4131578609228133,1.428981066050529,3.0504616882133484,-1.7667145922106504,-2.530351361173988,2.2227936832475663,4.628877314882279,-1.2378719514632226,-2.423098653927445,1.783950363574028,2.162236246650219,0.9159301127910614,-0.9052339518976212,0.9419571829915048,3.8778963951969145,3.7196403322315215,-0.1395173200976849,-0.4037070884490014,2.3230348046159746,-1.4262819673824312,-1.2096629033708572,-2.168532144213915
281,-0.77827,-2.717743435330987,2.5810721880722047,0.8678103276824951,-1.2137769509601593,-2.775074810065031,2.7168818141078948,1.4839355760264397,0.1846708002042769,1.371391194887161,3.18836344599247,-1.728053190507293,-2.448101176031232,2.127633776831627,4.794367880325317,-1.2947347483325005,-2.5198471950256827,2.0836552196598053,1.9705079633140563,0.5705290525770187,-0.5809508891320229,0.974258005888462,3.2776365421581266,3.564864863758088,-0.0021312339103222,-0.400822196571827,2.3284033007407188,-1.5283819225120543,-1.1428821109712124,-2.0172857796025276
282,-0.6435,-2.819396566311419,2.482151201078892,0.649174255387783,-1.1796176718068123,-2.7048897263363005,2.6697095661115644,1.3634945489454269,0.1915874436187743,1.5469852994823456,3.2325247154998777,-1.6388765468245745,-2.531047385696173,2.2623795942687988,5.144313343629837,-1.389381248185635,-2.4829727124142646,2.076855602741241,1.898901337976456,0.3781371157574653,-0.4928869409227371,0.7939545285940169,3.368728456573486,3.302197761120796,0.0027721762692927,-0.3653057875704766,2.2374963636898992,-1.6602050032132865,-1.085821690325737,-1.9816655567741395
283,-0.53049,-2.970103240586519,2.1770163155817985,0.6970218595170974,-1.1492844040608408,-2.585844712100327,2.3367374747753145,1.3861040679597854,0.1832891325426101,1.6395245673990249,2.9817550549459457,-1.4430014673554898,-2.555558207764625,2.04483262339592,4.7075674407672885,-1.407750632998943,-2.5210949428504708,2.2929016144275667,1.7450228209686278,0.047640323562622,-0.2779809938097,0.545372130999565,2.973846706354618,3.4579366219091416,-0.0007159683191776,-0.2779334282016754,2.120483835434914,-1.7880631507313252,-1.08577261469841,-1.8815766642266512
284,-0.43768,-2.9837255022180083,1.8255925433802604,0.7599473838853835,-1.1028273389565946,-2.46349072650373,2.1932554406642915,1.5204837057161331,0.1731289676666259,1.6538667307329178,3.314450057740212,-1.2684045417571068,-2.51337374227643,2.074862377262116,4.658140733952522,-1.4311470608222483,-2.430908096254468,2.474855165314674,1.3087907021737095,-0.1014004691052437,-0.0494848729753494,0.5656297949504852,2.718942235445976,3.145362626318932,0.1071388591241836,-0.2459976524710655,1.9560816164040564,-1.9226658938395973,-1.022603977222443,-1.9238002958405018
285,-0.35459,-2.6676837001118066,1.5430936022353172,0.875897991065979,-0.9869233536219596,-2.26596982037127,1.928042445483208,1.5651251613616943,0.1416994259071349,1.7221029929876328,3.0872291482067107,-1.1544177146792411,-2.533998907175064,2.1643204507923124,4.497804619398117,-1.4025389901292324,-2.4663879816639422,2.590524153895378,1.4196227214241028,-0.2303485674309731,-0.0002420110106468,0.3994616083455085,2.1477359087944032,3.0355804479885102,0.0667103573322295,-0.183735026576519,1.7391741387057305,-2.087095198841692,-0.9930649796295168,-1.960943750640154
286,-0.26371,-2.7068545445773005,1.0534724859762192,0.8218472276425361,-0.8914818286061288,-2.0073580633229016,1.6976210500383375,1.6418937876844406,0.2059046916341781,1.733817722735405,2.8813659516859054,-0.9488350042438508,-2.514678587706089,2.1932071200466154,3.810236960315705,-1.2970211063086987,-2.2337647893238066,2.7295380408906937,1.3874170297431945,-0.2095676817917824,0.064384550101757,0.3644525658297538,1.9829407072401048,2.9074892856168746,0.0311511015331744,-0.1301901196193695,1.77920135286808,-2.3138248802208903,-0.9308253815293313,-1.9091144143629075
287,-0.14489,-2.59009904992044,0.5622039386582374,1.0193683225274086,-0.8303351069760323,-1.955938036652804,1.5834209327340123,1.74896472635746,0.2517949332427978,1.562909208035469,2.400436129026413,-0.6438747147285939,-2.532164988732338,2.4341118244981765,3.237330351929665,-1.229561748985052,-2.126535298624039,2.854942878923416,1.3255371937417983,-0.0901674355149269,-0.0536695139670372,0.3098559304285049,1.726892396709919,2.2221677802467346,0.1825514881134032,0.1120505744099616,1.3980430355739593,-2.485037380681634,-0.8546437752103806,-1.8463247917318344
288,0.01624,-2.5385610058042407,-0.0424625282096863,1.18266709495306,-0.6786985911273957,-1.7353533788245916,1.288919603164196,1.775160541214943,0.383920867190361,1.608941768963337,2.389750477433205,-0.401608727875948,-2.5715108066844943,2.2176905730152128,2.8088563348054887,-1.0912637998914718,-2.083425285679698,3.0048002145290376,1.3922162485909462,-0.2727174440264702,-0.1885474580931664,0.2380205371665954,1.4057539491415023,1.9184560879421235,0.181274766793251,0.2140433181691169,1.2130928513813015,-2.590517938712537,-0.8051157083499432,-1.8951391857194901
289,0.23034,-2.378217105212808,-0.3228925541579723,1.4070484131884575,-0.56937923371315,-1.5784239621925356,1.2315505723237992,1.9936278688526152,0.4593161309576034,1.402367353351116,2.0927115604257582,-0.1804533771276474,-2.6208269045853614,2.4364863298511503,2.479753290426731,-0.9863402974188328,-2.111732956907749,3.082749675946236,1.3421379684472083,-0.2506115164494515,-0.138155093934536,0.3364549204397201,1.0164755030488968,1.609336261506081,0.2881025923585891,0.2976266616034507,1.1183987859201432,-2.7432485107338427,-0.7624401090836526,-2.002981366751194
290,0.49608,-2.404754939442277,-0.3564344241690636,1.7365765280008316,-0.3632330973255634,-1.47163615213871,1.0195329146313667,2.053237390832901,0.5978264265155792,1.3617467016029356,1.661949486553669,-0.0325073484539986,-2.5548652976572512,2.643343874082565,2.2626053421545027,-0.8390080915915966,-2.1241100188720226,3.502271543636322,1.13651826253891,-0.4055545970654488,-0.2363463640999794,0.2995070131397246,0.8380652124547958,1.323115877790451,0.3210953816008567,0.435117694132328,1.1035556736826897,-2.8459690837967395,-0.8573425572085381,-2.1388892384177445
291,0.7848,-2.3943276427140834,-0.2672070060873032,2.0011145445537566,-0.2223413125753403,-1.292648467913866,0.8911695712804794,2.0190535738658903,0.8271017173099517,1.1670761456561087,1.471953950366974,0.0355962208545207,-2.686825318233967,2.768437648139,2.09904118383646,-0.7226443053793907,-2.304876505835056,3.6793794425821305,1.0522214349842072,-0.5049399149942398,-0.400459414434433,0.3980735231018066,0.571793693742752,1.0199289171934127,0.3362839107537269,0.3777275230216979,1.034131026237011,-2.824974907931089,-0.8262637174320221,-2.512237263998985
292,1.0508,-2.4427660890835523,-0.1488135651803017,2.525982908873558,-0.0248787309384346,-1.1193254323494437,0.8281224903583526,2.1454648397636413,1.0900391134023666,0.91343291836977,1.1079305771064758,0.0882035945773124,-2.747376337249279,3.0482185545396803,1.9092336450529093,-0.6367000467658044,-2.474073036150932,3.765114563522338,0.9745834150481224,-0.5710855555248261,-0.4891673858761788,0.3716678155612945,0.2154019580364226,0.8788916043329238,0.4477361704325675,0.408698018913269,1.069327688651085,-2.9245927688324453,-0.913137581678629,-2.587831755937934
293,1.2456,-2.539862076185644,-0.0164173377776146,2.9432261574363707,0.1810293886566161,-0.9156483662736415,0.6722122423791885,2.068880435795784,1.499517087702751,0.7437928198838234,0.77821333237648,0.0087731817293166,-2.826573452115059,3.0203352931118013,1.6879097383999824,-0.5536988157725334,-2.6731955065059663,3.84279826154232,0.9835548172283172,-0.6263054513931274,-0.5596607494831086,0.5028967980432509,-0.0246912997925282,0.80931066988945,0.5102339818334579,0.4639458501386642,1.1239692471265792,-2.8121122803848984,-0.9465065544795992,-2.7094087894153596
294,1.34651,-2.643567323397994,0.020800485472679,3.588387189440727,0.3634487804985046,-0.6746641970562935,0.519876965098381,1.8650323600339889,1.834804038629532,0.5506930615162849,0.6722065798068046,-0.1396851209926605,-2.7779916954761745,3.232335963087082,1.5818135171866416,-0.4988813400483132,-2.85844684517324,3.789829049444199,0.8925961620163917,-0.7213770216798783,-0.6678102194428445,0.5391701042199134,-0.3513860521364212,0.797506093993187,0.6281438390588759,0.4320425398230552,0.9864665119481086,-2.7423900647604467,-0.9874482740819456,-2.7843327384078504
295,1.35567,-2.72671880131185,0.2523581704425811,3.7404197078514096,0.3078155168461799,-0.5395442723369599,0.4956872108840942,1.700592013015747,2.2398048056983946,0.4073012510585784,0.4422774506545066,-0.2357444326555729,-2.6849059893244505,3.251727630968094,1.3504551547646522,-0.4305254087638855,-2.943411006883383,3.895637611980438,0.765408368692398,-0.7032415011060238,-0.7493958073401451,0.5376502697920799,-0.4692438136959076,0.5235999176883697,0.6364663104438781,0.4570526120233535,0.9183778540802,-3.0332112885379794,-1.0258597675907613,-2.854566756199598
296,1.28448,-2.8196061286777256,0.4163322990012168,3.995099563388824,0.4523258741021156,-0.2893510616517067,0.4524274229001998,1.5279424460601807,2.7695437372779845,0.2814705875825881,0.4678764303827285,-0.3344502418982983,-2.5939055254530907,3.3237510216331483,0.9024407328581808,-0.4348248112225533,-3.000107229748368,3.6926419421148298,0.7109280047774315,-0.6756536372041703,-0.7933079236626626,0.7044134040021895,-0.6312182991933823,0.4355061465978622,0.677398403673172,0.4111193348646163,0.7356692935419082,-3.124536123430729,-1.0403670892858503,-2.8616342127919197
297,1.15182,-2.878778783198595,0.6441734489631652,4.179414784464836,0.5753075086593628,-0.2278432566559315,0.3613158782339095,1.3071549737644197,3.103594737405777,0.1479512833237647,0.4537166018795966,-0.3828467380440236,-2.47919936293006,3.268562081160545,0.8171978782105446,-0.3992238411402702,-2.869770574297905,3.785693861584664,0.6744689662265777,-0.6092158079385758,-0.9609702743673324,0.8597256843376159,-0.7065323994231224,0.1776258051490783,0.7909246748638152,0.4930684599089622,0.5385706265568733,-2.9569834378778936,-1.0689668548727036,-2.7494503487610817
298,0.98215,-2.9207660024154185,0.9293266265368462,3.9420344650650025,0.3032937640452384,-0.0815435265266895,0.3647500396323203,1.1304574225640296,3.39916516064167,-0.1948027130532265,0.2998562051033973,-0.4079793105602264,-2.3221863289791345,3.20433643017292,0.5947271118974685,-0.4042244588124752,-2.7833866169387105,3.656048889350891,0.583771544353962,-0.5925765277409554,-1.0088879056417943,1.2166028912496567,-0.7769164753830433,-0.0963624784553051,0.637868363366127,0.4456617814159392,0.2008325367975234,-3.055788814018369,-1.1153588003945352,-2.869460925964713
299,0.803,-2.910386695988178,1.2363626263356209,3.9268270606708526,0.3983324914121627,0.0825466847658156,0.4429731920480728,0.9009846967458724,3.7226679209327695,-0.3714083418285847,0.3123652050042152,-0.4534497668027878,-2.241050254952908,2.970960681962967,0.5767650547909736,-0.4559560213398934,-2.802385962929726,3.732349409689903,0.5697876330995559,-0.5025344542455674,-1.038114517991543,1.4779309842705726,-0.6172241953086853,-0.1835838358938694,0.5583515019130706,0.359187128522396,0.1085794175386428,-3.1869980718731883,-1.1106075246596336,-2.817584684712887
300,0.64435,-2.793349299602806,1.6674221740102768,3.453243481917381,0.3416765671873092,0.120245071659088,0.5349488452601432,0.8142952436065674,3.411861402935981,-0.4518717966318131,0.088712848587036,-0.4230594958281517,-2.156474640084505,2.373029278688431,0.4172794586086272,-0.5144073585152626,-2.8263694107568265,3.4566334752511976,0.5533518280029296,-0.4232101202535629,-1.0691454146552086,1.857414690158367,-0.309446587280035,-0.3225331695640087,0.5873325473737716,0.4196694416594504,-0.0572040916490555,-3.059504688392878,-1.1535726701271534,-2.7892406786453723
301,0.52064,-2.731468567027449,1.926951079032421,3.317300219173432,0.2538410093975066,0.0517906116151809,0.6955156152629852,0.5566353649759292,3.7884715420913695,-0.5607434333229065,0.1504288474941253,-0.444259034318924,-2.093517971568108,1.9502049987840653,0.2836216100788116,-0.5702576874423028,-2.8653012002915146,3.3245105613422394,0.2288845428824424,-0.3543468224835396,-1.004327081091404,2.169397890696525,-0.1278171242856979,-0.5278285988271237,0.5854291680431366,0.4674876004123687,-0.1793065174674988,-2.740812566470504,-1.1790261217451097,-2.943908935748339
302,0.41769,-2.606032490470409,2.3883865524983405,3.1323972230839727,0.0776825350880622,-0.0832515471100807,0.8292270694780349,0.3725904373550414,3.880079128098488,-0.5514713485491276,0.0769162002921104,-0.5095726542139054,-2.030411811140776,1.410387443370819,0.4132103340935706,-0.6496767751455308,-2.931368886075616,3.203425133523941,0.1714030156040191,-0.2927795604777337,-0.9503408709931374,2.6050667722916603,0.4143443585896491,-0.5557792448663712,0.4140880328130721,0.3236982773733138,-0.326507351615429,-2.681870944902897,-1.2511210495746137,-3.051612761261463
303,0.31317,-2.472465243098736,2.4516050206112863,2.7097069573926924,-0.0720834443497658,-0.1823459975707531,1.0314258266568184,0.3845067546796798,3.902746782855988,-0.5790531723737717,-0.0491496486902237,-0.6133321205568314,-1.96070280818522,0.833285623857975,0.2615239876079558,-0.7848093462765218,-2.7415872063726185,2.8124969913434983,0.147737238087654,-0.1738866806864739,-0.9279280319929124,2.3962560180926324,0.7021661177754401,-0.560400658941269,0.3741661424970626,0.1601439341807365,-0.3398193042802811,-2.257021257233024,-1.234946289064884,-3.1107802250909806
304,0.19,-2.3823773027670385,2.805214545753002,2.605896527898312,-0.1536512895202637,-0.1357420830893517,1.224540307712555,0.1056397874617576,4.06600780479908,-0.6356764424312115,-0.2022978826129437,-0.6763104956007004,-1.901087340503931,0.1224942454099654,0.3582150535964965,-0.8266325396466255,-2.9220501794558764,2.620058621430397,-0.0852723304414749,-0.1036790882325172,-0.837295918455124,2.624789134399891,1.1387848015117643,-0.4986051952683926,0.297744820613861,0.0935086698913573,-0.257931523770094,-2.108791250554323,-1.2611945770931243,-3.041212125811577
305,0.0471,-2.244585304515958,3.1307716873049736,2.4305232636260987,-0.3760318321800232,-0.2479036743354797,1.0762643398213383,0.1281666329193115,4.354207068810463,-0.5644928112506867,-0.1540718298959732,-0.7689739626049996,-1.8583809745943547,-0.37436080706954,0.1622715513777732,-0.960535766313076,-2.9209080386060475,2.204086054110527,0.0053137275075912,0.024083644940853,-0.6186100155234338,2.466886415951252,1.1407047910547257,-0.4224015049171448,0.3257915416312217,-0.020032323987484,-0.3366378823626041,-1.919528356857896,-1.2625115026772022,-3.020414063702822
306,-0.11051,-1.979695547841788,3.5607349609661103,2.240808213524818,-0.5556505157208443,-0.3685874370193482,1.10607778342247,-0.0442462385106087,4.523551203513145,-0.4760851448976994,-0.1656353689610958,-0.9196886116695404,-1.6752303559052946,-0.7642715737450123,0.1956369378829001,-1.0104941886746883,-2.8534516069447995,1.573245290160179,-0.0647043575239182,0.1743505732822417,-0.6007196843338013,2.314979984152317,1.496719021935463,-0.3958632931828499,0.3696919553041458,-0.2061463555574417,-0.2461941437327862,-1.813757639180421,-1.2787315637660026,-2.8562834593939783
307,-0.26885,-1.7189171018469334,3.265138112392425,1.8411551798152923,-0.7251796277880669,-0.5166920177197457,0.9324565190458296,-0.0608598483800888,4.185738745303154,-0.3473329715764523,-0.1562511652541161,-0.9855243207383156,-1.5414698260629178,-0.8873222916853428,0.1527263418626784,-1.1552397314369678,-2.7947741443789007,1.207068629374504,-0.0625420098829269,0.2024048443961143,-0.5320039909505845,2.168934692275524,1.6889818521046638,-0.2877158994996548,0.3051854407262802,-0.1915807093667984,-0.0767920620393753,-1.6898066666072606,-1.196996106452942,-2.457952541959882
308,-0.40767,-1.4850670188236237,3.685193771905899,1.767511538438797,-0.8786897000861168,-0.5290843686294556,0.8303316485977172,-0.0827417268431187,4.232082747712135,-0.1555048382139206,-0.1282822102308273,-1.0009216100597382,-1.3785355345463752,-0.9464718240356446,0.1679288386940955,-1.23191152777195,-2.6763589969444275,0.5805133002042769,-0.0808740217185021,0.4201126323246955,-0.5345627186584473,2.021240836825371,1.9268344300413127,-0.2811931823706627,0.3651785076093673,-0.2616044569706917,0.0129298873639106,-1.5495646620380878,-1.1776735219550134,-2.3093431429314615
309,-0.50241,-1.0543277839934826,3.553210534782409,1.6064536346578595,-1.0117658136796952,-0.5142918420386314,0.7275952203321456,-0.0152895421111584,3.797059776873589,0.0793182634973525,-0.1019117993915081,-1.0752528764760494,-1.24717027282238,-0.8369510677969456,-0.0137725389695168,-1.3047673165774345,-2.446875229110122,0.2247769128751754,0.0150918575000762,0.5022459797239303,-0.5895821594643593,1.9942669845223424,2.1953551225042345,-0.1346750656998158,0.3563660349607467,-0.3006075005412102,0.2122180823373794,-1.4301487493109704,-1.199935736529827,-2.074094310153127
310,-0.5272,-0.5722954584908486,3.76003334856987,1.207404608669281,-1.2024842716073991,-0.5375772834432125,0.632836224040985,0.0114321369683742,3.4144812864255907,0.2534997450351715,-0.0340392630362511,-1.0455423029398918,-1.1660299518668653,-0.6936292844843865,-0.0822526693415642,-1.3945798671388627,-2.3299852011710405,-0.228851383292675,0.107856495797634,0.4983920329594611,-0.5732735734939576,1.9758560741782187,2.4563683765006066,0.0428922566187381,0.4960148850727081,-0.3513622693324089,0.5116971905374527,-1.195898699924946,-1.205388793735504,-1.8069038503193855
311,-0.46836,-0.2412533605754376,3.846053108148575,1.100372175488472,-1.2910640801608564,-0.6253909459531307,0.5184031862592696,0.0926328586959838,2.724034775543213,0.5918543001747131,-0.20063289757967,-1.0722451067781449,-1.1176940452456474,-0.3926931964099407,-0.1338168084788323,-1.4078627519321445,-2.1205439195370674,-0.5106277802014352,0.1532582461619376,0.6957379656052589,-0.6949014757466316,1.849678483767509,2.6022721040678025,0.2177485280323028,0.5342440437507628,-0.3048563173532486,0.8954093279767036,-0.9584698711550236,-1.1977933966445924,-1.6624529500734806
312,-0.3368,0.1794151780223846,3.9416184547472,0.9494634889435768,-1.3287535956907273,-0.8254224479281903,0.4438810911536216,0.1961786573076247,1.897964370999336,0.7450767137956619,-0.2438938180780411,-1.0510078178048134,-1.0799263862168789,-0.1132180689179897,-0.1672531658911705,-1.439543145648241,-1.81928770737052,-0.7210661464560032,0.3094391651010513,0.7417278684878349,-0.7707408739411832,1.9657925505375864,2.7699786228370664,0.4992568965148925,0.5465182356500625,-0.2900018799710274,1.3270781684398651,-0.6024003358173371,-1.1883114191877842,-1.5706421720939876
313,-0.17714,0.4229858215522765,4.061782015781403,0.7001864824700355,-1.368420859001875,-0.8575645300459862,0.360856454861164,0.3578013083076476,1.4402601552295684,1.076211866650581,-0.2888531327867508,-1.108747180879116,-1.1323046145105362,0.2464241720890998,-0.3224521947789193,-1.4295907971787454,-1.6217248982024193,-0.7975084198570251,0.39544231446743,0.5306736031103134,-0.8310059330511094,1.8350905647921565,2.660901623520851,0.7634974392652512,0.5143820048570632,-0.2326679570794106,1.835645874390602,-0.2013582731020451,-1.1821144887232782,-1.5074811790907383
314,-0.03068,0.4979590349245071,3.890614532771111,0.5021070579481124,-1.3257848977422717,-0.9238332371497154,0.3034300432872772,0.5037375012898445,0.9965221079874038,1.2534126317834853,-0.3902730129730702,-1.1155373601770402,-1.175146693404913,0.6174279870796203,-0.4184437443256378,-1.416743552954197,-1.37217325696826,-0.66088904597044,0.5376245994639396,0.5707914184308052,-0.8829513520622254,1.5031966272377968,2.353614205508232,1.0637526973867415,0.5628151189708709,-0.3283473101353645,2.529426130387783,0.1135722963619231,-1.2626496694433689,-1.4350863236773015
315,0.07207,0.6965552635526656,3.5450888959646223,0.1708118430471419,-1.2733468349337578,-1.072051446802616,0.1791509246444701,0.746730184931755,0.4241991220617294,1.5915731494426726,-0.482810015860796,-1.1762590113735198,-1.2308866021704674,0.901022069723606,-0.4803179177546501,-1.3515635697674753,-1.138946056907177,-0.5128824277722837,0.7340709381103515,0.3267043482995033,-0.8742989414596558,1.4972837691545486,2.226875642926693,1.2445533485364912,0.5793558704090118,-0.4327825101161003,2.841154137663841,0.1953202113342284,-1.2401464180374149,-1.4755818325757981
316,0.11713,0.8017500032424927,3.1252427516293526,0.040723302643299,-1.20148048627615,-1.1590885818862915,0.1785793823385238,0.7840639021635055,0.1803732852697372,1.6720481181430815,-0.5260292220759393,-1.2092636920177935,-1.384492371941805,1.277031598701477,-0.5283029336404801,-1.3149720270228389,-0.8972359459102154,-0.3200765569114686,0.9709725813913344,0.2192038091349601,-0.9016106605815888,1.1667148735380173,2.031976696560383,1.6946621672153472,0.625732338232994,-0.414554312107563,3.248003923368454,0.3098717856311798,-1.26635185926795,-1.4049033028519153
